        date_obs         |       bjd        |        rv        |       err_rv        | start_time | end_time |  object  
 2005-09-02T01:30:12.529 | 2453615.56488147 | 23.1525449513625 |   0.278696637803062 |      0.036 |    0.037 | Beta-Hyi
 2005-09-02T01:31:33.407 | 2453615.56580737 | 23.1523244463239 |   0.292835577720249 |      0.035 |    0.038 | Beta-Hyi
 2005-09-02T01:32:54.924 | 2453615.56674484 | 23.1499192585009 |   0.259399321984387 |      0.034 |    0.036 | Beta-Hyi
 2005-09-02T01:34:15.392 | 2453615.56770546 | 23.1494888810994 |   0.252423473472576 |      0.039 |    0.036 | Beta-Hyi
 2005-09-02T01:35:36.410 | 2453615.56860822 | 23.1497291986971 |   0.266976431098097 |       0.04 |    0.038 | Beta-Hyi
 2005-09-02T01:36:57.468 | 2453615.56955727 | 23.1505090587029 |   0.264636199085264 |      0.039 |    0.035 | Beta-Hyi
 2005-09-02T01:38:18.356 | 2453615.57049474 | 23.1500406355575 |   0.246065508743861 |      0.039 |    0.037 | Beta-Hyi
 2005-09-02T01:39:39.014 | 2453615.57144379 | 23.1514046354675 |   0.269753390575128 |      0.037 |    0.036 | Beta-Hyi
 2005-09-02T01:40:59.702 | 2453615.57234654 | 23.1510955619591 |   0.288986987292551 |      0.038 |    0.035 | Beta-Hyi
 2005-09-02T01:42:20.380 | 2453615.57329559 | 23.1513474845103 |   0.259611408916159 |      0.036 |    0.035 | Beta-Hyi
 2005-09-02T07:36:44.716 | 2453615.81940012 | 23.1519114929532 |   0.270234211186396 |      0.036 |    0.039 | Beta-Hyi
 2005-09-02T07:38:07.164 |  2453615.8203376 | 23.1525215023837 |   0.265594800511239 |      0.036 |    0.036 | Beta-Hyi
 2005-09-02T07:39:27.842 | 2453615.82127507 |  23.154942244259 |   0.293333023905198 |      0.035 |    0.037 | Beta-Hyi
 2005-09-02T07:42:00.407 | 2453615.82304586 | 23.1557399141908 |   0.309212034761845 |      0.039 |    0.039 | Beta-Hyi
 2005-09-02T07:43:21.615 | 2453615.82399491 | 23.1555900994962 |   0.324869255570987 |      0.036 |    0.037 | Beta-Hyi
 2005-09-02T07:44:42.993 | 2453615.82492081 | 23.1536235858127 |   0.284388722475395 |      0.037 |    0.037 | Beta-Hyi
 2005-09-02T07:46:03.841 | 2453615.82586986 | 23.1528133770281 |   0.276922756890574 |      0.036 |    0.038 | Beta-Hyi
 2005-09-02T07:47:24.458 | 2453615.82679576 |   23.15177665975 |   0.297545054787601 |      0.037 |    0.037 | Beta-Hyi
 2005-09-02T07:48:46.036 | 2453615.82772166 | 23.1502674577202 |   0.289133482232924 |      0.039 |    0.036 | Beta-Hyi
 2005-09-02T07:50:10.225 | 2453615.82872858 |  23.152117774031 |   0.302190910639818 |      0.037 |    0.039 | Beta-Hyi
 2005-09-02T07:51:30.432 | 2453615.82965448 | 23.1540861433342 |   0.316820951675556 |      0.039 |    0.036 | Beta-Hyi
 2005-09-02T09:16:39.869 | 2453615.88876169 | 23.1530749160807 |    0.28443295678706 |      0.034 |    0.036 | Beta-Hyi
 2005-09-02T09:18:01.066 | 2453615.88972231 | 23.1524899780433 |   0.279319196376261 |      0.036 |    0.039 | Beta-Hyi
 2005-09-02T09:19:21.244 | 2453615.89062506 | 23.1533951839267 |   0.267770223159658 |      0.037 |    0.038 | Beta-Hyi
 2005-09-02T09:20:41.422 | 2453615.89156254 | 23.1546749732665 |   0.302353521012331 |      0.035 |    0.035 | Beta-Hyi
 2005-09-02T09:22:02.330 | 2453615.89253473 | 23.1544404128465 |   0.295873511931278 |      0.037 |    0.039 | Beta-Hyi
 2005-09-02T09:23:23.408 | 2453615.89343749 | 23.1540503272057 |   0.279842461696905 |      0.036 |    0.036 | Beta-Hyi
 2005-09-02T09:26:08.364 | 2453615.89534716 | 23.1519397200516 |   0.282623059434896 |      0.036 |    0.037 | Beta-Hyi
 2005-09-02T09:27:29.342 | 2453615.89630778 | 23.1509210806944 |   0.327205161933607 |      0.039 |    0.039 | Beta-Hyi
 2005-09-02T09:28:49.679 | 2453615.89721053 | 23.1503777060903 |   0.263021487024284 |      0.037 |    0.036 | Beta-Hyi
 2005-09-02T09:30:38.740 |  2453615.8985068 | 23.1494510713411 |   0.293004439440331 |      0.038 |    0.039 | Beta-Hyi
 2005-09-02T09:31:59.078 | 2453615.89939798 | 23.1512314347911 |    0.26494775012739 |      0.038 |    0.035 | Beta-Hyi
